bus,sub,time,KV,region,area,coordinates,VOLTAGE,NAME,gisType,kvBase,PU,styleColor,styleOpacity,styleWeight
138A,197S,2026-07-12T01:21:38,142.9300079345703,WE,31,"-112.74587241528674,53.28284945716489",138,Bardo,Point,138,1.036,green,0.3,8
138_B1,198S,2026-07-12T01:21:38,141.73001098632812,WC,35,"-113.76951179723916,52.406940208679416",138,Blackfalds,Point,138,1.027,green,0.3,8
138_B2,198S,2026-07-12T01:21:38,141.74000549316406,WC,35,"-113.76294484364885,52.40941797359735",138,Blackfalds,Point,138,1.027,green,0.3,8
25A,198S,2026-07-12T01:21:38,0.0,WC,35,"-113.75455902379423,52.40168532053587",138,Blackfalds,Point,25,0,grey,0.3,8
25B,198S,2026-07-12T01:21:38,0.0,WC,35,"-113.75210696502333,52.409057377816225",138,Blackfalds,Point,25,0,grey,0.3,8
138B,199S,2026-07-12T01:21:38,141.59999084472656,WC,57,"-113.98001962396349,51.29292515247801",138,East Airdrie,Point,138,1.026,green,0.3,8
1381,19S,2026-07-12T01:21:38,142.61000061035156,WE,40,"-114.49659070915244,53.556258974530536",69/138/240,Wabamun,Point,138,1.033,green,0.3,8
240B,19S,2026-07-12T01:21:38,257.6420593261719,WE,40,"-114.49438603242794,53.559891248448686",69/138/240,Wabamun,Point,240,1.074,red,0.368,8
69A,19S,2026-07-12T01:21:38,72.52082824707031,WE,40,"-114.4798544096364,53.567644614672645",69/138/240,Wabamun,Point,72,1.007,purple,0.3,8
635PL9_1000,2005S,2026-07-12T01:21:38,263.1999816894531,FM,25,"-111.63020250728883,57.39641168818932",240,Secord,Point,240,1.097,red,0.483,8
635PL9_1001,2005S,2026-07-12T01:21:38,262.9599914550781,FM,25,"-111.62660193334536,57.40232200579954",240,Secord,Point,240,1.096,red,0.478,8
9L101PT,2005S,2026-07-12T01:21:38,263.2799987792969,FM,25,"-111.62028825899012,57.38996095930812",240,Secord,Point,240,1.097,red,0.485,8
9L32PT,2005S,2026-07-12T01:21:38,263.3500061035156,FM,25,"-111.61862006690276,57.38726117190618",240,Secord,Point,240,1.097,red,0.486,8
7L126PT,2009S,2026-07-12T01:21:38,150.89999389648438,FM,25,"-111.43088550760955,56.486248453156634",144,Willow Lake,Point,138,1.093,green,0.467,8
7L155PT,2009S,2026-07-12T01:21:38,150.80999755859375,FM,25,"-111.4261393220247,56.479570543886055",144,Willow Lake,Point,138,1.093,green,0.464,8
7L182PT,2009S,2026-07-12T01:21:38,150.86000061035156,FM,25,"-111.42633715918438,56.48292541471992",144,Willow Lake,Point,138,1.093,green,0.466,8
7L194PT,2009S,2026-07-12T01:21:38,150.88999938964844,FM,25,"-111.43643428084123,56.481124552141395",144,Willow Lake,Point,138,1.093,green,0.467,8
7L36PT,2009S,2026-07-12T01:21:38,150.9199981689453,FM,25,"-111.42376791300828,56.47064829173145",144,Willow Lake,Point,138,1.094,green,0.468,8
700PT1,2011S,2026-07-12T01:21:38,150.86000061035156,FM,25,"-111.72046356303952,56.29716559084912",144/240,Dawes,Point,138,1.093,green,0.466,8
900PT1,2011S,2026-07-12T01:21:38,266.1300048828125,FM,25,"-111.72500928812116,56.28994305447423",144/240,Dawes,Point,240,1.109,red,0.544,8
9L07PT,2011S,2026-07-12T01:21:38,265.47998046875,FM,25,"-111.72340711417868,56.300601052556104",144/240,Dawes,Point,240,1.106,red,0.531,8
9L89PT,2011S,2026-07-12T01:21:38,265.47998046875,FM,25,"-111.71414385730212,56.301082546035694",144/240,Dawes,Point,240,1.106,red,0.531,8
700PT1,2014S,2026-07-12T01:21:38,151.51998901367188,FM,25,"-111.33772553211892,56.623498118881656",144,Halfway,Point,138,1.098,green,0.49,8
700PT1,2018S,2026-07-12T01:21:38,140.5399932861328,NW,24,"-116.9805241096543,54.39479491275577",144,Muir,Point,138,1.018,green,0.3,8
1200PT1,2029S,2026-07-12T01:21:38,537.0,EE,33,"-113.19734013286346,53.84816329051958",500,Heathfield,Point,500,1.074,blue,0.37,8
1200PT3,2029S,2026-07-12T01:21:38,537.0,EE,33,"-113.20364160267968,53.86103389725117",500,Heathfield,Point,500,1.074,blue,0.37,8
12L70,2029S,2026-07-12T01:21:38,537.0,EE,33,"-113.21501295758176,53.86133914712475",500,Heathfield,Point,500,1.074,blue,0.37,8
12L85,2029S,2026-07-12T01:21:38,537.0,EE,33,"-113.20387250422354,53.854103962809866",500,Heathfield,Point,500,1.074,blue,0.37,8
T11,2029S,2026-07-12T01:21:38,538.0,EE,33,"-113.19886630815458,53.8564243875269",500,Heathfield,Point,500,1.076,blue,0.38,8
700PT1,2032S,2026-07-12T01:21:38,151.0,FM,25,"-111.61887497016568,56.28102011094423",144,Sweetheart Lake,Point,138,1.094,green,0.471,8
500PT1,2033S,2026-07-12T01:21:38,26.059999465942383,NW,20,"-118.98472162284789,55.76057858979838",144,Mowat,Point,25,1.042,grey,0.3,8
700PT,2033S,2026-07-12T01:21:38,148.63999938964844,NW,20,"-118.97731640074937,55.75305345419961",144,Mowat,Point,138,1.077,green,0.386,8
700PT1,2049S,2026-07-12T01:21:38,143.5399932861328,FM,25,"-110.89164559782374,55.925447000007146",144/240,Kettle River,Point,138,1.04,green,0.3,8
700PT2,2049S,2026-07-12T01:21:38,143.5,FM,25,"-110.87856932216724,55.9270920728603",144/240,Kettle River,Point,138,1.04,green,0.3,8
7L05PT,2049S,2026-07-12T01:21:38,143.63999938964844,FM,25,"-110.8777483965717,55.91506925061975",144/240,Kettle River,Point,138,1.041,green,0.3,8
900PT1,2049S,2026-07-12T01:21:38,264.47998046875,FM,25,"-110.88675470905028,55.910190352557166",144/240,Kettle River,Point,240,1.102,red,0.51,8
900PT2,2049S,2026-07-12T01:21:38,264.2699890136719,FM,25,"-110.88732852938315,55.92625187565327",144/240,Kettle River,Point,240,1.101,red,0.506,8
9L45PT,2049S,2026-07-12T01:21:38,264.5799865722656,FM,25,"-110.87654093237927,55.912176437788915",144/240,Kettle River,Point,240,1.102,red,0.512,8
9L990PT,2049S,2026-07-12T01:21:38,264.47998046875,FM,25,"-110.886326377537,55.90945263769863",144/240,Kettle River,Point,240,1.102,red,0.51,8
1071L,205S,2026-07-12T01:21:38,253.91815185546875,SW,53,"-113.95150571664612,49.56185684645344",240,Castle Rock Ridge,Point,240,1.058,red,0.3,8
1072L,205S,2026-07-12T01:21:38,253.7449493408203,SW,53,"-113.96507790486548,49.56680112643701",240,Castle Rock Ridge,Point,240,1.057,red,0.3,8
2401,205S,2026-07-12T01:21:38,254.0,SW,53,"-113.95687926405334,49.5607575899107",240,Castle Rock Ridge,Point,240,1.058,red,0.3,8
2403,205S,2026-07-12T01:21:38,254.05941772460938,SW,53,"-113.9651419097025,49.56122555917064",240,Castle Rock Ridge,Point,240,1.059,red,0.3,8
34A,205S,2026-07-12T01:21:38,35.0094108581543,SW,53,"-113.95281403056167,49.56360914415316",240,Castle Rock Ridge,Point,72,0.486,purple,0.3,8
34B,205S,2026-07-12T01:21:38,34.34698486328125,SW,53,"-113.95841960804991,49.5532654756821",240,Castle Rock Ridge,Point,72,0.477,purple,0.3,8
CRR2_2401,205S,2026-07-12T01:21:38,2.299999952316284,SW,53,"-113.96410227970718,49.55772860745573",240,Castle Rock Ridge,Point,25,0.092,grey,0.3,8
CRR2_34A,205S,2026-07-12T01:21:38,35.0094108581543,SW,53,"-113.96623766613928,49.550770826454404",240,Castle Rock Ridge,Point,72,0.486,purple,0.3,8
1035L_10A,2075S,2026-07-12T01:21:38,255.0,SE,47,"-112.00914065060361,50.50405547073863",240/500,Newell,Point,240,1.063,red,0.313,8
1087L_10A,2075S,2026-07-12T01:21:38,252.0,SE,47,"-112.0127207602498,50.51280970301818",240/500,Newell,Point,240,1.05,red,0.3,8
1088L_10A,2075S,2026-07-12T01:21:38,255.0,SE,47,"-112.01443600522383,50.49850549340847",240/500,Newell,Point,240,1.063,red,0.313,8
900PT1,2075S,2026-07-12T01:21:38,255.0,SE,47,"-112.0172852027234,50.50629452345779",240/500,Newell,Point,240,1.063,red,0.313,8
900PT3,2075S,2026-07-12T01:21:38,255.0,SE,47,"-112.00695588863961,50.50431431806038",240/500,Newell,Point,240,1.063,red,0.313,8
923L_10A,2075S,2026-07-12T01:21:38,255.0,SE,47,"-112.00817121408022,50.50684768630848",240/500,Newell,Point,240,1.063,red,0.313,8
T11,2075S,2026-07-12T01:21:38,256.0,SE,47,"-112.0144985832856,50.50487440587262",240/500,Newell,Point,240,1.067,red,0.333,8
700PT1,2081S,2026-07-12T01:21:38,147.72000122070312,FM,25,"-110.9226771375268,56.26667503425773",144,Meadow Creek,Point,138,1.07,green,0.352,8
69A,2085S,2026-07-12T01:21:38,71.55999755859375,WE,29,"-118.05245725883606,52.947293984703194",72,Sheridan,Point,72,0.994,purple,0.3,8
138_1,213S,2026-07-12T01:21:38,142.5900115966797,EC,37,"-110.93903650632737,52.4906822711026",138,Hughenden,Point,138,1.033,green,0.3,8
138A,216S,2026-07-12T01:21:38,141.5775604248047,WE,60,"-113.34716794723532,53.53771185242115",138,Knightsbridge,Point,138,1.026,green,0.3,8
138B,216S,2026-07-12T01:21:38,141.9300079345703,WE,60,"-113.36413978339584,53.53357560765112",138,Knightsbridge,Point,138,1.028,green,0.3,8
138A,217S,2026-07-12T01:21:38,142.7635040283203,WC,35,"-113.79703453013461,52.32538374027227",138,North Red Deer,Point,138,1.035,green,0.3,8
25_B,217S,2026-07-12T01:21:38,26.204998016357422,WC,35,"-113.80786528004397,52.32278791557296",138,North Red Deer,Point,25,1.048,grey,0.3,8
303A,218S,2026-07-12T01:21:38,142.1999969482422,EE,33,"-113.18070497734887,53.73808315040084",138,Fort Saskatchewan Cogen,Point,138,1.03,green,0.3,8
G1,218S,2026-07-12T01:21:38,13.899999618530273,EE,33,"-113.16514540132653,53.74117676283491",138,Fort Saskatchewan Cogen,Point,25,0.556,grey,0.3,8
G2,218S,2026-07-12T01:21:38,14.300000190734863,EE,33,"-113.1727852298241,53.72743626628599",138,Fort Saskatchewan Cogen,Point,25,0.572,grey,0.3,8
138A,223S,2026-07-12T01:21:38,143.46548461914062,EE,56,"-112.08890702902228,52.93366366365168",138,Strome,Point,138,1.04,green,0.3,8
138B,223S,2026-07-12T01:21:38,143.5001220703125,EE,56,"-112.08375807195976,52.93682279997064",138,Strome,Point,138,1.04,green,0.3,8
144A,226S,2026-07-12T01:21:38,143.27999877929688,SW,55,"-112.95127462408288,49.376545873457395",69,Garden City,Point,138,1.038,green,0.3,8
25A,226S,2026-07-12T01:21:38,25.34000015258789,SW,55,"-112.94091985751577,49.39439433606264",69,Garden City,Point,25,1.014,grey,0.3,8
138A,230S,2026-07-12T01:21:38,137.856201171875,SE,48,"-111.24014433702796,50.826284173881156",138,Wardlow,Point,138,0.999,green,0.3,8
T1_L,230S,2026-07-12T01:21:38,4.1309332847595215,SE,48,"-111.25136224677644,50.83703936404299",138,Wardlow,Point,25,0.165,grey,0.3,8
138A,235S,2026-07-12T01:21:38,140.46905517578125,WE,40,"-114.98730692454228,53.59196623820438",138,Entwistle,Point,138,1.018,green,0.3,8
672L_1,235S,2026-07-12T01:21:38,140.79000854492188,WE,40,"-114.98810921040827,53.5917609450928",138,Entwistle,Point,138,1.02,green,0.3,8
1037L,237S,2026-07-12T01:21:38,252.68687438964844,CY,6,"-113.70642723387402,50.59633610064285",138/240,Foothills,Point,240,1.053,red,0.3,8
1038L,237S,2026-07-12T01:21:38,253.0673828125,CY,6,"-113.72382853160201,50.60376955837279",138/240,Foothills,Point,240,1.054,red,0.3,8
1106,237S,2026-07-12T01:21:38,253.09909057617188,CY,6,"-113.70479320723804,50.59030061733877",138/240,Foothills,Point,240,1.055,red,0.3,8
1107,237S,2026-07-12T01:21:38,253.00396728515625,CY,6,"-113.7204487839918,50.60325031012138",138/240,Foothills,Point,240,1.054,red,0.3,8
138_B1,237S,2026-07-12T01:21:38,143.1498260498047,CY,6,"-113.7153981371798,50.59295002015873",138/240,Foothills,Point,138,1.037,green,0.3,8
138_B2,237S,2026-07-12T01:21:38,143.6826171875,CY,6,"-113.70712096133003,50.595052686153416",138/240,Foothills,Point,138,1.041,green,0.3,8
240_B1,237S,2026-07-12T01:21:38,252.65516662597656,CY,6,"-113.712597998902,50.60078187401709",138/240,Foothills,Point,240,1.053,red,0.3,8
240_B2,237S,2026-07-12T01:21:38,253.60643005371094,CY,6,"-113.72387883501925,50.58873725473235",138/240,Foothills,Point,240,1.057,red,0.3,8
138A,239S,2026-07-12T01:21:38,141.27999877929688,SW,53,"-114.02514121361682,49.51623239559082",138,Castle River,Point,138,1.024,green,0.3,8
138A,240S,2026-07-12T01:21:38,142.08287048339844,SW,53,"-113.48209324234324,49.610794392819614",138,McBride Lake,Point,138,1.03,green,0.3,8
138A,241S,2026-07-12T01:21:38,142.9199981689453,SW,54,"-112.7862349757428,49.74638775533874",138,Uplands,Point,138,1.036,green,0.3,8
138A,242S,2026-07-12T01:21:38,140.69564819335938,EE,27,"-112.6806022943093,54.76018116312609",138,Flat Lake,Point,138,1.02,green,0.3,8
138A,243S,2026-07-12T01:21:38,142.09999084472656,SW,53,"-113.51761478271384,49.53175840345258",138,Soderglen,Point,138,1.03,green,0.3,8
25A,243S,2026-07-12T01:21:38,25.100000381469727,SW,53,"-113.51469735077778,49.53539271079061",138,Soderglen,Point,25,1.004,grey,0.3,8
KV_SETPOINT,243S,2026-07-12T01:21:38,25.100000381469727,SW,53,"-113.52828998527805,49.52870474582863",138,Soderglen,Point,25,1.004,grey,0.3,8
1034L_1,244S,2026-07-12T01:21:38,255.0900115966797,SE,4,"-110.48121577546841,50.18735249151581",138/240,Bowmanton,Point,240,1.063,red,0.314,8
1035L_10A,244S,2026-07-12T01:21:38,255.3400115966797,SE,4,"-110.47098161561446,50.182145879968395",138/240,Bowmanton,Point,240,1.064,red,0.32,8
1AB1,244S,2026-07-12T01:21:38,141.70367431640625,SE,4,"-110.48240749345479,50.182687145374516",138/240,Bowmanton,Point,138,1.027,green,0.3,8
1AB2,244S,2026-07-12T01:21:38,141.18991088867188,SE,4,"-110.48879086694714,50.17889685023282",138/240,Bowmanton,Point,138,1.023,green,0.3,8
1AB3,244S,2026-07-12T01:21:38,141.8939666748047,SE,4,"-110.48140239204498,50.17908755014509",138/240,Bowmanton,Point,138,1.028,green,0.3,8
2AB1,244S,2026-07-12T01:21:38,255.12844848632812,SE,4,"-110.48927789936205,50.18249628204932",138/240,Bowmanton,Point,240,1.063,red,0.315,8
2AB2,244S,2026-07-12T01:21:38,254.6845245361328,SE,4,"-110.48116710912652,50.17589856677234",138/240,Bowmanton,Point,240,1.061,red,0.306,8
138N,245S,2026-07-12T01:21:38,142.40089416503906,CY,44,"-115.03795890035148,51.122837986460425",138,Seebe,Point,138,1.032,green,0.3,8
138S,245S,2026-07-12T01:21:38,142.5,CY,44,"-115.02495894293517,51.108186909820034",138,Seebe,Point,138,1.033,green,0.3,8
25_S,245S,2026-07-12T01:21:38,26.19999885559082,CY,44,"-115.03979690497906,51.11919837984453",138,Seebe,Point,25,1.048,grey,0.3,8
138A,247S,2026-07-12T01:21:38,141.87001037597656,WC,51,"-113.75694350973059,52.23042188686776",138,Piper Creek,Point,138,1.028,green,0.3,8
138A,250P,2026-07-12T01:21:38,146.86033630371094,WC,34,"-116.32795528197964,52.30531425666751",138,Bighorn Plant,Point,138,1.064,green,0.321,8
13A,250P,2026-07-12T01:21:38,13.722555160522461,WC,34,"-116.32825903986166,52.312044682647866",138,Bighorn Plant,Point,25,0.549,grey,0.3,8
13B,250P,2026-07-12T01:21:38,13.722555160522461,WC,34,"-116.3215816214321,52.31626661317993",138,Bighorn Plant,Point,25,0.549,grey,0.3,8
25_A,250P,2026-07-12T01:21:38,25.951454162597656,WC,34,"-116.32319670728651,52.31137930009921",138,Bighorn Plant,Point,25,1.038,grey,0.3,8
1148L,251S,2026-07-12T01:21:38,252.20001220703125,SE,4,"-111.17955204669396,49.61553293792731",240,Whitla,Point,240,1.051,red,0.3,8
2AB1,251S,2026-07-12T01:21:38,251.20346069335938,SE,4,"-111.17524515554821,49.61770927945876",240,Whitla,Point,240,1.047,red,0.3,8
2AB2,251S,2026-07-12T01:21:38,251.03207397460938,SE,4,"-111.17444362706338,49.61951829980155",240,Whitla,Point,240,1.046,red,0.3,8
964L_1,251S,2026-07-12T01:21:38,251.04000854492188,SE,4,"-111.16552446719312,49.60212977379031",240,Whitla,Point,240,1.046,red,0.3,8
983L_1,251S,2026-07-12T01:21:38,251.41561889648438,SE,4,"-111.17524751026016,49.61637144505544",240,Whitla,Point,240,1.048,red,0.3,8
138A,253S,2026-07-12T01:21:38,142.07000732421875,CY,45,"-113.36884565646508,50.59826275009378",138,Blackie,Point,138,1.029,green,0.3,8
753L,253S,2026-07-12T01:21:38,142.0800018310547,CY,45,"-113.37009660682703,50.59846183233722",138,Blackie,Point,138,1.03,green,0.3,8
851L,253S,2026-07-12T01:21:38,142.23001098632812,CY,45,"-113.38367512266407,50.6112928557211",138,Blackie,Point,138,1.031,green,0.3,8
876L,253S,2026-07-12T01:21:38,143.63999938964844,CY,45,"-113.3694733893148,50.60807073984219",138,Blackie,Point,138,1.041,green,0.3,8
138A,255S,2026-07-12T01:21:38,141.8400115966797,SW,49,"-113.24917391476818,50.37690747394585",138,Vulcan,Point,138,1.028,green,0.3,8
138B,255S,2026-07-12T01:21:38,141.2138214111328,SW,49,"-113.26277752093274,50.37795859279401",138,Vulcan,Point,138,1.023,green,0.3,8
161L,255S,2026-07-12T01:21:38,141.2138214111328,SW,49,"-113.24752561384136,50.36923123509504",138,Vulcan,Point,138,1.023,green,0.3,8
25VCN1BUS,255S,2026-07-12T01:21:38,14.899999618530273,SW,49,"-113.26169847651808,50.375609379581704",138,Vulcan,Point,25,0.596,grey,0.3,8
138A,256S,2026-07-12T01:21:38,142.54000854492188,WC,39,"-114.470125777909,51.680173035485694",138,Harmattan,Point,138,1.033,green,0.3,8
25_E,256S,2026-07-12T01:21:38,26.009998321533203,WC,39,"-114.46487755175966,51.68660973826152",138,Harmattan,Point,25,1.04,grey,0.3,8
25_W,256S,2026-07-12T01:21:38,25.845998764038086,WC,39,"-114.47976127906107,51.68138502023604",138,Harmattan,Point,25,1.034,grey,0.3,8
1AB1,257S,2026-07-12T01:21:38,140.1699981689453,SE,52,"-112.13985406650679,49.98789018887429",138,Hull,Point,138,1.016,green,0.3,8
25_A,257S,2026-07-12T01:21:38,24.80652618408203,SE,52,"-112.13431047575247,49.98227343035992",138,Hull,Point,25,0.992,grey,0.3,8
138A,258S,2026-07-12T01:21:38,141.8400115966797,EE,33,"-113.14908882642216,53.74276143571824",138,Dow Hydro Carbons,Point,138,1.028,green,0.3,8
138B,258S,2026-07-12T01:21:38,141.79000854492188,EE,33,"-113.14640577144704,53.756231754436094",138,Dow Hydro Carbons,Point,138,1.027,green,0.3,8
138A,262S,2026-07-12T01:21:38,143.15000915527344,WC,38,"-114.89574928681584,52.37798709714442",138,Rocky Mountain House,Point,138,1.037,green,0.3,8
138_B1,263S,2026-07-12T01:21:38,143.73851013183594,WC,38,"-115.1811193460396,52.2336118699663",138,Strachan,Point,138,1.042,green,0.3,8
138_B2,263S,2026-07-12T01:21:38,143.17422485351562,WC,38,"-115.18927285004578,52.23421472242742",138,Strachan,Point,138,1.037,green,0.3,8
25_B,263S,2026-07-12T01:21:38,26.178998947143555,WC,38,"-115.18416368332579,52.23015688809907",138,Strachan,Point,25,1.047,grey,0.3,8
240_B1,264S,2026-07-12T01:21:38,254.0500030517578,SE,4,"-110.56008664048049,49.805325416600716",240,Elkwater,Point,240,1.059,red,0.3,8
240_B2,264S,2026-07-12T01:21:38,253.99000549316406,SE,4,"-110.55276467389686,49.80499781261597",240,Elkwater,Point,240,1.058,red,0.3,8
35B1,264S,2026-07-12T01:21:38,34.39999771118164,SE,4,"-110.55287966389966,49.80573312497674",240,Elkwater,Point,72,0.478,purple,0.3,8
25A,267S,2026-07-12T01:21:38,25.99199867248535,EC,37,"-110.32574142990786,52.57700369462054",138,Killarney Lake,Point,25,1.04,grey,0.3,8
25B2,267S,2026-07-12T01:21:38,26.0,EC,37,"-110.32335156015785,52.58590795099838",138,Killarney Lake,Point,25,1.04,grey,0.3,8
748E,267S,2026-07-12T01:21:38,141.60000610351562,EC,37,"-110.30902654627423,52.58381571378091",138,Killarney Lake,Point,138,1.026,green,0.3,8
138A,268S,2026-07-12T01:21:38,142.47000122070312,NW,26,"-115.72686474134485,54.16894459535481",69,Whitecourt,Point,138,1.032,green,0.3,8
25_B,268S,2026-07-12T01:21:38,25.876998901367188,NW,26,"-115.72664178989707,54.169407423896324",69,Whitecourt,Point,25,1.035,grey,0.3,8
503L,268S,2026-07-12T01:21:38,73.5,NW,26,"-115.71939261463187,54.1590430151085",69,Whitecourt,Point,72,1.021,purple,0.3,8
69A,268S,2026-07-12T01:21:38,73.31756591796875,NW,26,"-115.72803035087604,54.153346343159015",69,Whitecourt,Point,72,1.018,purple,0.3,8
4_16A,271S,2026-07-12T01:21:38,4.21298885345459,CY,44,"-114.58021110983695,51.14361649982434",138,Jumpingpound,Point,25,0.169,grey,0.3,8
4_16B,271S,2026-07-12T01:21:38,4.221320629119873,CY,44,"-114.58114077832593,51.147483270073224",138,Jumpingpound,Point,25,0.169,grey,0.3,8
1002_1,275S,2026-07-12T01:21:38,257.7491760253906,SE,48,"-111.09361164299166,50.71040893989384",138/240,Jenner,Point,240,1.074,red,0.37,8
138A,275S,2026-07-12T01:21:38,133.94711303710938,SE,48,"-111.08368934334572,50.719614605837116",138/240,Jenner,Point,138,0.971,green,0.3,8
25A,275S,2026-07-12T01:21:38,25.899999618530273,SE,48,"-111.0867391515663,50.711915471319124",138/240,Jenner,Point,25,1.036,grey,0.3,8
951L_10,275S,2026-07-12T01:21:38,257.00042724609375,SE,48,"-111.08564811436862,50.71273832104322",138/240,Jenner,Point,240,1.071,red,0.354,8
G,275S,2026-07-12T01:21:38,257.13897705078125,SE,48,"-111.09873913424558,50.7094583146672",138/240,Jenner,Point,240,1.071,red,0.357,8
I,275S,2026-07-12T01:21:38,257.13897705078125,SE,48,"-111.08572064354729,50.711761312543295",138/240,Jenner,Point,240,1.071,red,0.357,8
T3,275S,2026-07-12T01:21:38,26.153915405273438,SE,48,"-111.09142756822972,50.703693534337695",138/240,Jenner,Point,25,1.046,grey,0.3,8
138B1,277S,2026-07-12T01:21:38,141.69000244140625,EC,37,"-110.09796657707872,52.51666539832",138,Hayter,Point,138,1.027,green,0.3,8
25_B1,277S,2026-07-12T01:21:38,25.89699935913086,EC,37,"-110.10687736899801,52.51997744625989",138,Hayter,Point,25,1.036,grey,0.3,8
25_B2,277S,2026-07-12T01:21:38,25.91299819946289,EC,37,"-110.09560539265922,52.51668078116784",138,Hayter,Point,25,1.037,grey,0.3,8
1081L,281S,2026-07-12T01:21:38,254.92274475097656,WC,39,"-114.26458865315374,51.672723630333856",138/240,Johnson,Point,240,1.062,red,0.311,8
138_N,281S,2026-07-12T01:21:38,142.99000549316406,WC,39,"-114.2720612846582,51.67688157978079",138/240,Johnson,Point,138,1.036,green,0.3,8
240_N,281S,2026-07-12T01:21:38,255.27000427246094,WC,39,"-114.26245041119678,51.667961767335385",138/240,Johnson,Point,240,1.064,red,0.318,8
